1,Kerangka Ideal Belajar Digital Marketing Untuk Pemula (2020),genre 7|genre 8
2,APA ITU DIGITAL MARKETING SEBENARNYA? (2020),genre 4|genre 8
3,#BCTalk - Digital Marketing for Beginners (2020),genre 1|genre 10|genre 3|genre 4|genre 5
4,"Pakai Digital Marketing Sudah Wajib, Pahami Komponennya - ANALISIS #1 (2020)",genre 1|genre 2|genre 4|genre 6
5,Trend &amp; Fakta Digital Marketing 2022 (2020),genre 10|genre 3|genre 4|genre 6|genre 7
6,DIGITAL MARKETING (2020),genre 3|genre 5|genre 6|genre 8
7,Cara Membangun Bisnis Online - Rahasia Jago Digital Marketing dengan 7 Skill ini! (2020),genre 3|genre 4|genre 8|genre 9
8,Ini Dia Prediksi Karir &amp; Trend Digital Marketing di Tahun 2022 (2020),genre 1|genre 10|genre 2|genre 4|genre 7
9,"Contoh Digital Marketing, 6 Strategi Pemasaran Digital untuk Bisnis (2020)",genre 3|genre 4|genre 6|genre 9
10,"Apa itu Digital Marketing? Bedanya dengan online marketing, 3 jenis, dan spesialisasi pekerjaannya (2020)",genre 2|genre 5|genre 6|genre 7|genre 8
11,STRATEGI DIGITAL MARKETING 2021 (LEBIH EXTREME DARI SEBELUMNYA) (2020),genre 3|genre 4|genre 8|genre 9
12,Pengertian Digital Marketing dan Jenis-jenisnys (2020),genre 1|genre 10|genre 8
13,Belajar Digital Marketing untuk Pemula + BONUS Ebook Gratis (2020),genre 10|genre 2|genre 8|genre 9
14,Digital Marketing In 5 Minutes | What Is Digital Marketing? | Learn Digital Marketing | Simplilearn (2020),genre 1|genre 10|genre 3|genre 6|genre 7
15,9 Tools Andalan dan Terbaik Untuk Digital Marketing (2020),genre 3|genre 4|genre 6|genre 7|genre 9
16,Belajar Fundamental Digital Marketing - Bikin Customer Journey yang Fun (2020),genre 3|genre 4|genre 5|genre 7|genre 9
17,Apa sih pengertian digital marketing? (2020),genre 2|genre 5|genre 8
18,Ungkap Suka Duka Kerja di Bidang Digital Marketing | GAJI &amp; TANTANGAN (2020),genre 10|genre 3|genre 4|genre 9
19,6 Jenis Pekerjaan Digital Marketing Bagi Pemula Bisnis Online (2020),genre 1|genre 4|genre 6|genre 7
20,20 Tools Digital Marketing Wajib untuk Bisnis Anda (2020),genre 10|genre 6
21,Bahas Tuntas Skill Wajib Digital Marketing | #Webinar Kinibisa (2020),genre 2|genre 5|genre 8
22,Kelas #DigitalBisa: Digital Marketing 101 - Asri Amanta (Digital Marketing Specialist Smarteye.id) (2020),genre 10|genre 3|genre 4|genre 7|genre 8
23,Dasar-Dasar Digital Marketing untuk Pebisnis- Coach Hendra Hilman (2020),genre 5|genre 8|genre 9
24,Cara Membangun Bisnis Online untuk Pemula dengan Digital Marketing (2020),genre 2|genre 3|genre 4|genre 6|genre 8
25,BOOTCAMP DIGITAL MARKETING WORTH IT GAK? 14 JUTA VS 400 RIBU (2020),genre 3|genre 4|genre 5|genre 6|genre 7
26,Strategi Digital Marketing Untuk Bikin Warung Ramai! (2020),genre 1|genre 3|genre 4|genre 8|genre 9
27,Profesi / Karir Digital Marketing : Social Media &amp; Content (2020),genre 1|genre 8
28,BELAJAR DIGITAL MARKETING YANG BENER (PERHATIKAN NI) (2020),genre 1|genre 6
29,Digital Marketing 101 (A Beginner’s Guide To Marketing) (2020),genre 2|genre 3
30,Trend di 2022: Strategi Digital Marketing &amp; Sosial Media Yang Efektif (2020),genre 10|genre 3|genre 4|genre 7|genre 8
31,10 Tren Digital Marketing di Tahun 2022 Bagian Pertama - ANALISIS #7 (2020),genre 3|genre 4|genre 5|genre 6|genre 8
32,Mengapa DIGITAL MARKETING menjadi Penting - Tom MC Ifle (2020),genre 1|genre 4|genre 6
33,Mengenal Lebih Dalam Profesi Digital Marketing (2020),genre 1|genre 10|genre 8
34,Cara membuat Team digital marketing sendiri (2020),genre 5|genre 7
35,11 Digital Marketing Skills You Should Master (2020),genre 1|genre 2|genre 5
36,Membangun Bisnis Online &amp; Belajar  Digital Marketing untuk Pemula Dari Awal Sampai Mahir Dalam 1Jam (2020),genre 3|genre 5
37,Mengenal Dunia Digital Marketing (2020),genre 2|genre 3|genre 6|genre 7|genre 8
38,How To Start A Digital Marketing Agency in 2022 (Step by Step) (2020),genre 2|genre 3|genre 4|genre 8
39,Digital Marketing Course Part - 1 🔥| Digital Marketing Tutorial For Beginners | Simplilearn (2020),genre 2|genre 5|genre 8
40,Harisenin ExpertClass Digital Marketing -  Day 1  Social Media Marketing &amp; Practical Session (2020),genre 3|genre 4|genre 5|genre 8|genre 9
41,Digital Marketing for Beginners: 7 Strategies That Work (2020),genre 1|genre 2|genre 4|genre 8
42,5 Skill Ilmu Terpenting Digital Marketing (2020) Bagi Pemula Bisnis Online (2020),genre 10|genre 2|genre 4|genre 7|genre 9
43,Masih Susah Jualan? Mending Lupain Digital Marketing - Tips Jadi Pengusaha Sukses (2020),genre 1|genre 6
44,Digital Marketing Strategies For Small Business (... My TOP 20 Tips &amp; Tricks) (2020),genre 6|genre 7|genre 8|genre 9
45,Berapa Gaji Digital Marketer? | DigitalMarketingInsight (2020),genre 10|genre 5|genre 8
46,Cara Mudah Belajar Digital Marketing (2020),genre 4|genre 5|genre 6|genre 7|genre 9
47,How To Start Digital Marketing? (2020),genre 4|genre 5|genre 6|genre 8
48,#CaraProfesional menjawab pertanyaan interview kerja Digital Marketing (2020),genre 10|genre 2|genre 5|genre 6|genre 8
49,Digital Marketing Roadmaps &amp; Strategy (2020),genre 10|genre 3|genre 6|genre 7
50,Apa Tantangan TERBESAR Belajar Digital Marketing ❓(INI LEBIH URGENT!) (2020),genre 10|genre 5
51,Analisis Quality Control SevenTools UMKM Keju Lasi. (2020),genre 10|genre 6
52,Tugas Total Quality Control - Kunjungan observasi umkm (2020),genre 2|genre 3|genre 6|genre 7
53,OMAH TAWON - DESA - UMKM - QUALITY CONTROL BRIKET (2020),genre 3|genre 4|genre 5
54,Fiki Maideja. Tugas Teknologi Quality Control.observasi lapangan UMKM &quot;KOPI SOLOK RADJO&quot; (2020),genre 1|genre 9
55,Pelatihan UMKM - Menggunakan 7 Alat QC pada Manajemen Mutu (2020),genre 10|genre 2|genre 7
56,KKN BBM TEMATIK 60 UMKM SHANTIKA FASHION - Proses Quality Control Terhadap Produk Shantika Fashion (2020),genre 1|genre 10|genre 8
57,SOLUSI ANTI BANGKRUT USAHA KONVEKSI  #UMKM INDONESIA (2020),genre 10|genre 4|genre 5|genre 6|genre 7
58,Genjot UMKM Tembus Pasar Global - Christin Djuarto | Endgame S3E08 (2020),genre 1|genre 10|genre 5|genre 9
59,Pengendalian Kualitas Statistik Untuk UMKM (2020),genre 10|genre 3|genre 6|genre 7
60,Webinar: Berjuang Hadapi Pandemi dengan Transformasi Digital UMKM (2020),genre 2|genre 3|genre 6
61,UMKM: Paling Tangguh Walau Kalah &quot;Seksi&quot; | Endgame Anniversary Week ft Nita Kartikasari (2020),genre 10|genre 9
62,Optimalisasi UMKM Car Body Paint Barbasis Total Quality Management dan Inovasi Strategi Pemasaran (2020),genre 2|genre 5|genre 7|genre 8
63,Lokakarya Literasi Bisnis UMKM - Day 1 (2020),genre 1|genre 3|genre 6|genre 8
64,WEBINAR STRATEGI UMKM TERAPKAN SNI (2020),genre 10|genre 2|genre 5|genre 8|genre 9
65,Manajemen Pemasaran UMKM | 5C (2020),genre 4|genre 6|genre 7|genre 8
66,Meningkatkan Kualitas Pengadaan melalui Total Quality Assurance dalam Era Industri 5.0 (2020),genre 2|genre 3|genre 7
67,KKN BBM TEMATIK 60 UNAIR - PROSES PRODUKSI ECOPRINT UMKM SHANTIKA FASHION (2020),genre 3|genre 4
68,UMKM SERIES EPISODE #1: MERACIK RESEP KELUARGA JADI BISNIS (2020),genre 1|genre 5|genre 6|genre 7|genre 9
69,Permasalahan UMKM di Indonesia (2020),genre 3|genre 5
70,Membangun Koperasi UMKM Excellence | Forbis Sociopreneur #05 (2020),genre 1|genre 2|genre 3
71,Strategi Pembelanjaan UMKM dalam Industri Konstruksi (SOEnergy - Talk WIKA) (2020),genre 1|genre 3|genre 4|genre 5
72,#8 Kapan saatnya mengurus HAKI dan PATEN merek usaha untuk UMKM ? | Modul Kelas Online (2020),genre 10|genre 2|genre 4|genre 6|genre 8
73,SOSIALISASI PELATIHAN UMKM | SML UMKM CENTRE (2020),genre 6|genre 7|genre 8
74,Sandiaga Menyarankan kepada Pelaku UMKM untuk Beradaptasi dengan Kenormalan Baru... (2020),genre 10|genre 3
75,PENJELASAN  SERTA PENERAPAN JUST IN TIME (JIT) DAN TQM PADA UMKM PERAKITAN MOBIL REMOTE (2020),genre 1|genre 3|genre 4|genre 7|genre 9
76,Strategi Fintech dalam Mendukung UMKM Hadapi Ancaman Resesi (2020),genre 2|genre 4
77,kunjungan mitra UMKM Unit IBM di kelurahan Pinang dirumah usaha IEKO Ratu Eceng. (2020),genre 10|genre 2|genre 3|genre 5|genre 9
78,GEBUK Eps 11 | Onboarding UMKM Melalui Sistem Belanja Langsung Pemerintah (2020),genre 1|genre 10|genre 4|genre 5|genre 6
79,"Pertemuan 1_ Kewirausahaan_Asas, Prinsip, dan Tujuan Usaha Mikro, Kecil dan Menengah (UMKM) (2020)",genre 2|genre 4|genre 7
80,Webinar Prioritas Penanganan Sektor UMKM dan Koperasi Pasca Pandemik (2020),genre 2|genre 3|genre 4|genre 7|genre 9
81,"DPR: UMKM, Wujud Kemandirian Ekonomi Kerakyatan (2020)",genre 4|genre 9
82,Kunjungan ke UMKM kecamatan Parung (2020),genre 2|genre 7
83,LANGKAH AGAR KONVEKSI KECIL MENJADI BESAR  #UMKM Pembelajar (2020),genre 1|genre 7
84,APLIKASI WAJIB UNTUK SELLER OLSHOP &amp; UMKM..!! BIAYA BISNIS JADI LEBIH HEMAT &amp; LEBIH CEPAT BERKEMBANG (2020),genre 1|genre 10|genre 3|genre 6
85,"Pendampingan Bagi Pelaku Ekonomi UMKM, Batik Solok - Edriana Views (2020)",genre 1|genre 10|genre 2|genre 3|genre 4
86,Atasi SDM dan Manajemen UMKM - KLINIK UMKM (2020),genre 10|genre 4|genre 7
87,Dunia UMKM - Bapak Sopiyan Owner Roti Cintaku (2020),genre 1|genre 10|genre 3|genre 7|genre 9
88,Packing Orders Ala Bisnis Kecil di Kala Pandemi #shorts #UMKM | ide usaha (2020),genre 1|genre 3
